route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id
1 41X c a,284,5901_12935,UCD,19315,1,5901_7778195_11311113,5901_285
1 41X c a,284,5901_12939,UCD,18032,1,5901_7778195_8808118,5901_282
1 E1 a,284,5901_18944,Ballywaltrim,16664,0,5901_7778195_2441002,5901_478
1 E1 a,284,5901_18946,Ballywaltrim,16688,0,5901_7778195_2441005,5901_478
1 E1 a,284,5901_18951,Ballywaltrim,16717,0,5901_7778195_2441007,5901_480
1 E1 a,284,5901_18952,Ballywaltrim,16739,0,5901_7778195_2441009,5901_478
1 E1 a,284,5901_18956,Ballywaltrim,16748,0,5901_7778195_2441011,5901_478
1 E1 a,284,5901_18957,Ballywaltrim,16770,0,5901_7778195_2441013,5901_478
1 E1 a,284,5901_18960,Ballywaltrim,16787,0,5901_7778195_2441015,5901_478
1 E1 a,284,5901_18964,Ballywaltrim,16789,0,5901_7778195_2441017,5901_478
1 E1 a,284,5901_18967,Ballywaltrim,16615,0,5901_7778195_2441020,5901_478
1 E1 a,284,5901_18969,Ballywaltrim,16750,0,5901_7778195_2441023,5901_478
1 E1 a,284,5901_18973,Ballywaltrim,16639,0,5901_7778195_2441024,5901_478
1 E1 a,284,5901_18975,Ballywaltrim,16647,0,5901_7778195_2441028,5901_478
1 E1 a,284,5901_18977,Ballywaltrim,16622,0,5901_7778195_2441001,5901_478
1 E1 a,284,5901_18981,Ballywaltrim,16833,0,5901_7778195_2441031,5901_478
1 E1 a,284,5901_18982,Ballywaltrim,16710,0,5901_7778195_2441033,5901_478
1 E1 a,284,5901_18987,Ballywaltrim,16626,0,5901_7778195_2441003,5901_478
1 E1 a,284,5901_18989,Ballywaltrim,16606,0,5901_7778195_2441004,5901_478
1 E1 a,284,5901_18990,Ballywaltrim,16758,0,5901_7778195_2441038,5901_478
1 E1 a,284,5901_18994,Ballywaltrim,16700,0,5901_7778195_2441006,5901_478
1 E1 a,284,5901_18997,Ballywaltrim,16687,0,5901_7778195_2441042,5901_478
1 E1 a,284,5901_18999,Ballywaltrim,16729,0,5901_7778195_2441008,5901_478
1 E1 a,284,5901_19002,Ballywaltrim,16602,0,5901_7778195_2441010,5901_478
1 E1 a,284,5901_19006,Ballywaltrim,16690,0,5901_7778195_2441044,5901_478
1 E1 a,284,5901_19007,Ballywaltrim,16764,0,5901_7778195_2441012,5901_478
1 E1 a,284,5901_19011,Ballywaltrim,16784,0,5901_7778195_2441014,5901_478
1 E1 a,284,5901_19013,Ballywaltrim,16635,0,5901_7778195_2441016,5901_478
1 E1 a,284,5901_19017,Ballywaltrim,16797,0,5901_7778195_2441018,5901_478
1 E1 a,284,5901_19020,Ballywaltrim,16803,0,5901_7778195_2441019,5901_478
1 E1 a,284,5901_19025,Ballywaltrim,16819,0,5901_7778195_2441022,5901_478
1 E1 a,284,5901_19027,Ballywaltrim,16706,0,5901_7778195_2441030,5901_478
1 E1 a,284,5901_19031,Ballywaltrim,16692,0,5901_7778195_2441032,5901_478
1 E1 a,284,5901_19035,Ballywaltrim,16735,0,5901_7778195_2441035,5901_478
1 E1 a,284,5901_19039,Ballywaltrim,16776,0,5901_7778195_2441037,5901_478
1 E1 a,284,5901_19041,Ballywaltrim,16680,0,5901_7778195_2441041,5901_478
1 E1 a,284,5901_19045,Ballywaltrim,16666,0,5901_7778195_2441002,5901_478
1 E1 a,284,5901_19049,Ballywaltrim,16836,0,5901_7778195_2441045,5901_478
1 E1 a,284,5901_19054,Ballywaltrim,16719,0,5901_7778195_2441007,5901_478
1 E1 a,284,5901_19057,Ballywaltrim,16674,0,5901_7778195_2441046,5901_478
1 E1 a,284,5901_19060,Ballywaltrim,16741,0,5901_7778195_2441009,5901_478
1 E1 a,284,5901_19063,Ballywaltrim,16772,0,5901_7778195_2441013,5901_478
1 E1 a,284,5901_19069,Ballywaltrim,16791,0,5901_7778195_2441017,5901_480
1 E1 a,284,5901_19073,Ballywaltrim,16617,0,5901_7778195_2441020,5901_480
1 E1 a,284,5901_19076,Ballywaltrim,16752,0,5901_7778195_2441023,5901_481
1 E1 a,284,5901_19080,Ballywaltrim,16641,0,5901_7778195_2441024,5901_478
1 E1 a,284,5901_19082,Ballywaltrim,16649,0,5901_7778195_2441028,5901_478
1 E1 a,284,5901_19085,Ballywaltrim,16712,0,5901_7778195_2441033,5901_478
1 E1 a,284,5901_19090,Ballywaltrim,16628,0,5901_7778195_2441003,5901_478
1 E1 a,284,5901_19093,Ballywaltrim,16760,0,5901_7778195_2441038,5901_478
1 E1 a,284,5901_19096,Ballywaltrim,16702,0,5901_7778195_2441006,5901_478
1 E1 a,284,5901_19101,Ballywaltrim,16731,0,5901_7778195_2441008,5901_480
1 E1 a,284,5901_19105,Ballywaltrim,16766,0,5901_7778195_2441012,5901_480
1 E1 a,284,5901_19110,Ballywaltrim,16810,0,5901_7778195_2441047,5901_478
1 E1 a,284,5901_19111,Ballywaltrim,16786,0,5901_7778195_2441014,5901_478
1 E1 a,284,5901_19116,Ballywaltrim,16637,0,5901_7778195_2441016,5901_480
1 E1 a,284,5901_19119,Ballywaltrim,16799,0,5901_7778195_2441018,5901_480
1 E1 a,284,5901_19123,Ballywaltrim,16805,0,5901_7778195_2441019,5901_480
1 E1 a,284,5901_19127,Ballywaltrim,16821,0,5901_7778195_2441022,5901_478
1 E1 a,284,5901_19129,Ballywaltrim,16708,0,5901_7778195_2441030,5901_478
1 E1 a,284,5901_19133,Ballywaltrim,16694,0,5901_7778195_2441032,5901_478
1 E1 a,284,5901_19136,Ballywaltrim,16843,0,5901_7778195_2441049,5901_480
1 E1 a,284,5901_19140,Ballywaltrim,16737,0,5901_7778195_2441035,5901_478
1 E1 a,284,5901_19143,Ballywaltrim,16778,0,5901_7778195_2441037,5901_478
1 E1 a,284,5901_19146,Ballywaltrim,16682,0,5901_7778195_2441041,5901_478
1 E1 a,284,5901_19148,Ballywaltrim,16845,0,5901_7778195_2441050,5901_478
1 E1 a,284,5901_19152,Ballywaltrim,16668,0,5901_7778195_2441002,5901_478
1 E1 a,284,5901_19155,Ballywaltrim,16838,0,5901_7778195_2441045,5901_478
1 E1 a,284,5901_19160,Ballywaltrim,16721,0,5901_7778195_2441007,5901_478
1 E1 a,284,5901_19161,Ballywaltrim,16604,0,5901_7778195_2441052,5901_478
1 E1 a,284,5901_19164,Ballywaltrim,18099,0,5901_7778195_11811227,5901_479
1 E1 a,284,5901_19168,Ballywaltrim,16676,0,5901_7778195_2441046,5901_478
1 E1 a,284,5901_19170,Ballywaltrim,16743,0,5901_7778195_2441009,5901_478
1 E1 a,284,5901_19171,Ballywaltrim,14810,0,5901_7778195_11811228,5901_479
1 E1 a,284,5901_19175,Ballywaltrim,16774,0,5901_7778195_2441013,5901_478
1 E1 a,284,5901_19180,Ballywaltrim,16826,0,5901_7778195_2441054,5901_478
1 E1 a,284,5901_19181,Ballywaltrim,18102,0,5901_7778195_11811229,5901_479
1 E1 a,284,5901_19184,Ballywaltrim,16612,0,5901_7778195_2441048,5901_478
1 E1 a,284,5901_19186,Ballywaltrim,16847,0,5901_7778195_2441056,5901_478
1 E1 a,284,5901_19190,Ballywaltrim,14813,0,5901_7778195_11811230,5901_479
1 E1 a,284,5901_19193,Ballywaltrim,16793,0,5901_7778195_2441017,5901_478
1 E1 a,284,5901_19195,Ballywaltrim,18116,0,5901_7778195_11811231,5901_479
1 E1 a,284,5901_19198,Ballywaltrim,16619,0,5901_7778195_2441020,5901_478
1 E1 a,284,5901_19201,Ballywaltrim,16754,0,5901_7778195_2441023,5901_478
1 E1 a,284,5901_19204,Ballywaltrim,16848,0,5901_7778195_2441059,5901_478
1 E1 a,284,5901_19206,Ballywaltrim,14811,0,5901_7778195_11811232,5901_479
1 E1 a,284,5901_19211,Ballywaltrim,16643,0,5901_7778195_2441024,5901_478
1 E1 a,284,5901_19212,Ballywaltrim,16651,0,5901_7778195_2441028,5901_478
1 E1 a,284,5901_19213,Ballywaltrim,14812,0,5901_7778195_11811233,5901_479
1 E1 a,284,5901_19218,Ballywaltrim,16714,0,5901_7778195_2441033,5901_478
1 E1 a,284,5901_19222,Ballywaltrim,18129,0,5901_7778195_11811234,5901_479
1 E1 a,284,5901_19223,Ballywaltrim,16607,0,5901_7778195_2441060,5901_478
1 E1 a,284,5901_19228,Ballywaltrim,16630,0,5901_7778195_2441003,5901_478
1 E1 a,284,5901_19229,Ballywaltrim,15584,0,5901_7778195_11811257,5901_479
1 E1 a,284,5901_19232,Ballywaltrim,18300,0,5901_7778195_1912022,5901_479
1 E1 a,284,5901_19233,Ballywaltrim,16762,0,5901_7778195_2441038,5901_478
1 E1 a,284,5901_19237,Ballywaltrim,16704,0,5901_7778195_2441006,5901_478
1 E1 a,284,5901_19239,Ballywaltrim,16859,0,5901_7778195_2441063,5901_479
1 E1 a,284,5901_19242,Ballywaltrim,16808,0,5901_7778195_2441053,5901_478
1 E1 a,284,5901_19246,Ballywaltrim,16733,0,5901_7778195_2441008,5901_478
1 E1 a,284,5901_19248,Ballywaltrim,16860,0,5901_7778195_2441065,5901_479
1 E1 a,284,5901_19252,Ballywaltrim,16768,0,5901_7778195_2441012,5901_481
1 E1 a,284,5901_19256,Ballywaltrim,16812,0,5901_7778195_2441047,5901_478
1 E1 a,284,5901_19259,Ballywaltrim,16653,0,5901_7778195_2441057,5901_480
1 E1 a,284,5901_19261,Ballywaltrim,16801,0,5901_7778195_2441018,5901_478
1 E1 a,284,5901_19265,Ballywaltrim,16660,0,5901_7778195_2441058,5901_478
1 E1 a,284,5901_19271,Ballywaltrim,16823,0,5901_7778195_2441022,5901_478
1 E1 a,284,5901_19272,Ballywaltrim,16696,0,5901_7778195_2441032,5901_478
1 E1 a,284,5901_19277,Ballywaltrim,16853,0,5901_7778195_2441061,5901_478
1 E1 a,284,5901_19281,Ballywaltrim,16780,0,5901_7778195_2441037,5901_478
1 E1 a,284,5901_19283,Ballywaltrim,16684,0,5901_7778195_2441041,5901_480
1 E1 a,284,5901_19285,Ballywaltrim,16670,0,5901_7778195_2441002,5901_478
1 E1 a,284,5901_19289,Ballywaltrim,16840,0,5901_7778195_2441045,5901_478
1 E1 a,284,5901_19294,Ballywaltrim,16723,0,5901_7778195_2441007,5901_481
1 E1 a,284,5901_19295,Ballywaltrim,16745,0,5901_7778195_2441009,5901_478
1 E1 a,284,5901_19300,Ballywaltrim,16828,0,5901_7778195_2441054,5901_478
1 E1 a,284,5901_19301,Ballywaltrim,16614,0,5901_7778195_2441048,5901_478
1 E1 a,284,5901_19305,Ballywaltrim,16795,0,5901_7778195_2441017,5901_478
1 E1 a,284,5901_19308,Ballywaltrim,16756,0,5901_7778195_2441023,5901_478
1 E1 a,284,5901_19310,Ballywaltrim,16850,0,5901_7778195_2441059,5901_478
1 E1 a,284,5901_19315,Ballywaltrim,16645,0,5901_7778195_2441024,5901_478
1 E1 a,284,5901_19317,Ballywaltrim,16716,0,5901_7778195_2441033,5901_478
1 E1 a,284,5901_19322,Ballywaltrim,16609,0,5901_7778195_2441060,5901_480
1 E1 a,284,5901_19324,Ballywaltrim,16632,0,5901_7778195_2441003,5901_478
1 E1 a,284,5901_19328,Ballywaltrim,16814,0,5901_7778195_2441047,5901_478
1 E1 a,284,5901_19330,Ballywaltrim,16655,0,5901_7778195_2441057,5901_480
1 E1 a,284,5901_19333,Ballywaltrim,16662,0,5901_7778195_2441058,5901_478
1 E1 a,284,5901_19337,Ballywaltrim,16825,0,5901_7778195_2441022,5901_478
1 E1 a,284,5901_19339,Ballywaltrim,16698,0,5901_7778195_2441032,5901_478
1 E1 a,284,5901_19343,Ballywaltrim,16855,0,5901_7778195_2441061,5901_478
1 E1 a,284,5901_19347,Ballywaltrim,16782,0,5901_7778195_2441037,5901_478
1 E1 a,284,5901_19350,Ballywaltrim,16686,0,5901_7778195_2441041,5901_481
1 E1 a,284,5901_19354,Ballywaltrim,16842,0,5901_7778195_2441045,5901_481
1 E1 a,284,5901_19356,Ballywaltrim,16747,0,5901_7778195_2441009,5901_478
1 E1 a,284,5901_19362,Ballywaltrim,16830,0,5901_7778195_2441054,5901_480
1 E1 a,284,5901_19365,Ballywaltrim,16725,0,5901_7778195_2441068,5901_478
1 E1 a,284,5901_19371,Ballywaltrim,16816,0,5901_7778195_2441047,5901_480
1 E1 a,284,5901_19374,Ballywaltrim,16857,0,5901_7778195_2441061,5901_478
1 E1 a,284,5901_19379,Ballywaltrim,16832,0,5901_7778195_2441054,5901_480
1 E1 a,284,5901_19381,Ballywaltrim,16727,0,5901_7778195_2441068,5901_478
1 E1 a,284,5901_19384,Northwood,16621,1,5901_7778195_2441001,5901_482
1 E1 a,284,5901_19387,Northwood,16625,1,5901_7778195_2441003,5901_482
1 E1 a,284,5901_19389,Northwood,16605,1,5901_7778195_2441004,5901_482
1 E1 a,284,5901_19390,Northwood,16699,1,5901_7778195_2441006,5901_482
1 E1 a,284,5901_19394,Northwood,16728,1,5901_7778195_2441008,5901_482
1 E1 a,284,5901_19397,Northwood,16601,1,5901_7778195_2441010,5901_482
1 E1 a,284,5901_19400,Northwood,16763,1,5901_7778195_2441012,5901_485
1 E1 a,284,5901_19402,Northwood,16783,1,5901_7778195_2441014,5901_482
1 E1 a,284,5901_19405,Northwood,16634,1,5901_7778195_2441016,5901_482
1 E1 a,284,5901_19407,Northwood,16796,1,5901_7778195_2441018,5901_482
1 E1 a,284,5901_19411,Northwood,16802,1,5901_7778195_2441019,5901_482
1 E1 a,284,5901_19414,Northwood,16656,1,5901_7778195_2441021,5901_482
1 E1 a,284,5901_19417,Northwood,16818,1,5901_7778195_2441022,5901_482
1 E1 a,284,5901_19420,Northwood,16663,1,5901_7778195_2441029,5901_482
1 E1 a,284,5901_19422,Northwood,16705,1,5901_7778195_2441030,5901_482
1 E1 a,284,5901_19425,Parnell Square,18100,1,5901_7778195_11811127,5901_484
1 E1 a,284,5901_19426,Northwood,16691,1,5901_7778195_2441032,5901_482
1 E1 a,284,5901_19431,Parnell Square,15136,1,5901_7778195_11811128,5901_484
1 E1 a,284,5901_19434,Parnell Square,18127,1,5901_7778195_11811161,5901_483
1 E1 a,284,5901_19435,Northwood,16734,1,5901_7778195_2441035,5901_482
1 E1 a,284,5901_19437,Parnell Square,18101,1,5901_7778195_11811129,5901_484
1 E1 a,284,5901_19439,Northwood,16775,1,5901_7778195_2441037,5901_482
1 E1 a,284,5901_19442,Parnell Square,15137,1,5901_7778195_11811130,5901_484
1 E1 a,284,5901_19444,Northwood,16834,1,5901_7778195_2441040,5901_482
1 E1 a,284,5901_19446,Parnell Square,18103,1,5901_7778195_11811131,5901_484
1 E1 a,284,5901_19448,Northwood,16679,1,5901_7778195_2441041,5901_482
1 E1 a,284,5901_19452,Parnell Square,15138,1,5901_7778195_11811132,5901_484
1 E1 a,284,5901_19454,Northwood,16665,1,5901_7778195_2441002,5901_485
1 E1 a,284,5901_19456,Parnell Square,15139,1,5901_7778195_11811133,5901_484
1 E1 a,284,5901_19460,Northwood,16658,1,5901_7778195_2441043,5901_482
1 E1 a,284,5901_19462,Parnell Square,18106,1,5901_7778195_11811134,5901_484
1 E1 a,284,5901_19463,Northwood,16835,1,5901_7778195_2441045,5901_482
1 E1 a,284,5901_19467,Northwood,16689,1,5901_7778195_2441005,5901_482
1 E1 a,284,5901_19470,Northwood,16718,1,5901_7778195_2441007,5901_482
1 E1 a,284,5901_19473,Northwood,16673,1,5901_7778195_2441046,5901_482
1 E1 a,284,5901_19475,Northwood,16740,1,5901_7778195_2441009,5901_482
1 E1 a,284,5901_19479,Northwood,16749,1,5901_7778195_2441011,5901_482
1 E1 a,284,5901_19481,Northwood,16771,1,5901_7778195_2441013,5901_482
1 E1 a,284,5901_19485,Northwood,16788,1,5901_7778195_2441015,5901_482
1 E1 a,284,5901_19490,Northwood,16790,1,5901_7778195_2441017,5901_482
1 E1 a,284,5901_19493,Northwood,16616,1,5901_7778195_2441020,5901_482
1 E1 a,284,5901_19496,Northwood,16751,1,5901_7778195_2441023,5901_485
1 E1 a,284,5901_19500,Northwood,16640,1,5901_7778195_2441024,5901_482
1 E1 a,284,5901_19503,Northwood,16648,1,5901_7778195_2441028,5901_482
1 E1 a,284,5901_19507,Northwood,16711,1,5901_7778195_2441033,5901_485
1 E1 a,284,5901_19511,Northwood,16627,1,5901_7778195_2441003,5901_482
1 E1 a,284,5901_19514,Northwood,16759,1,5901_7778195_2441038,5901_482
1 E1 a,284,5901_19517,Northwood,16701,1,5901_7778195_2441006,5901_482
1 E1 a,284,5901_19521,Northwood,16730,1,5901_7778195_2441008,5901_482
1 E1 a,284,5901_19525,Northwood,16765,1,5901_7778195_2441012,5901_482
1 E1 a,284,5901_19529,Northwood,16785,1,5901_7778195_2441014,5901_485
1 E1 a,284,5901_19532,Northwood,16636,1,5901_7778195_2441016,5901_482
1 E1 a,284,5901_19536,Northwood,16798,1,5901_7778195_2441018,5901_482
1 E1 a,284,5901_19539,Northwood,16804,1,5901_7778195_2441019,5901_482
1 E1 a,284,5901_19544,Northwood,16820,1,5901_7778195_2441022,5901_482
1 E1 a,284,5901_19547,Northwood,16707,1,5901_7778195_2441030,5901_482
1 E1 a,284,5901_19550,Northwood,16693,1,5901_7778195_2441032,5901_482
1 E1 a,284,5901_19555,Northwood,16736,1,5901_7778195_2441035,5901_482
1 E1 a,284,5901_19559,Northwood,16777,1,5901_7778195_2441037,5901_482
1 E1 a,284,5901_19562,Northwood,16681,1,5901_7778195_2441041,5901_485
1 E1 a,284,5901_19565,Northwood,16667,1,5901_7778195_2441002,5901_482
1 E1 a,284,5901_19569,Northwood,16837,1,5901_7778195_2441045,5901_482
1 E1 a,284,5901_19573,Northwood,16720,1,5901_7778195_2441007,5901_482
1 E1 a,284,5901_19577,Northwood,16675,1,5901_7778195_2441046,5901_482
1 E1 a,284,5901_19580,Northwood,16742,1,5901_7778195_2441009,5901_482
1 E1 a,284,5901_19583,Northwood,16773,1,5901_7778195_2441013,5901_482
1 E1 a,284,5901_19587,Northwood,16611,1,5901_7778195_2441048,5901_482
1 E1 a,284,5901_19593,Northwood,16792,1,5901_7778195_2441017,5901_485
1 E1 a,284,5901_19595,Northwood,16618,1,5901_7778195_2441020,5901_482
1 E1 a,284,5901_19598,Northwood,16753,1,5901_7778195_2441023,5901_482
1 E1 a,284,5901_19603,Northwood,16642,1,5901_7778195_2441024,5901_482
1 E1 a,284,5901_19605,Northwood,16650,1,5901_7778195_2441028,5901_482
1 E1 a,284,5901_19609,Northwood,16713,1,5901_7778195_2441033,5901_482
1 E1 a,284,5901_19613,Northwood,16629,1,5901_7778195_2441003,5901_482
1 E1 a,284,5901_19616,Northwood,16603,1,5901_7778195_2441051,5901_482
1 E1 a,284,5901_19618,Northwood,16761,1,5901_7778195_2441038,5901_482
1 E1 a,284,5901_19621,Northwood,16703,1,5901_7778195_2441006,5901_482
1 E1 a,284,5901_19624,Northwood,16807,1,5901_7778195_2441053,5901_482
1 E1 a,284,5901_19628,Northwood,16732,1,5901_7778195_2441008,5901_482
1 E1 a,284,5901_19631,Northwood,16767,1,5901_7778195_2441012,5901_482
1 E1 a,284,5901_19636,Northwood,16811,1,5901_7778195_2441047,5901_482
1 E1 a,284,5901_19637,Northwood,16623,1,5901_7778195_2441055,5901_482
1 E1 a,284,5901_19642,Northwood,16638,1,5901_7778195_2441016,5901_485
1 E1 a,284,5901_19645,Northwood,16652,1,5901_7778195_2441057,5901_482
1 E1 a,284,5901_19648,Northwood,16800,1,5901_7778195_2441018,5901_482
1 E1 a,284,5901_19651,Northwood,16806,1,5901_7778195_2441019,5901_482
1 E1 a,284,5901_19655,Northwood,16659,1,5901_7778195_2441058,5901_482
1 E1 a,284,5901_19658,Northwood,16822,1,5901_7778195_2441022,5901_482
1 E1 a,284,5901_19660,Northwood,16709,1,5901_7778195_2441030,5901_482
1 E1 a,284,5901_19663,Northwood,16695,1,5901_7778195_2441032,5901_482
1 E1 a,284,5901_19668,Northwood,16852,1,5901_7778195_2441061,5901_482
1 E1 a,284,5901_19669,Northwood,16844,1,5901_7778195_2441049,5901_482
1 E1 a,284,5901_19674,Northwood,16738,1,5901_7778195_2441035,5901_482
1 E1 a,284,5901_19677,Northwood,16779,1,5901_7778195_2441037,5901_482
1 E1 a,284,5901_19680,Northwood,16683,1,5901_7778195_2441041,5901_482
1 E1 a,284,5901_19682,Northwood,16846,1,5901_7778195_2441050,5901_482
1 E1 a,284,5901_19686,Northwood,16669,1,5901_7778195_2441002,5901_482
1 E1 a,284,5901_19689,Northwood,16839,1,5901_7778195_2441045,5901_482
1 E1 a,284,5901_19694,Northwood,16722,1,5901_7778195_2441007,5901_482
1 E1 a,284,5901_19698,Northwood,16677,1,5901_7778195_2441046,5901_482
1 E1 a,284,5901_19699,Northwood,16744,1,5901_7778195_2441009,5901_482
1 E1 a,284,5901_19705,Northwood,16827,1,5901_7778195_2441054,5901_485
1 E1 a,284,5901_19706,Northwood,16613,1,5901_7778195_2441048,5901_482
1 E1 a,284,5901_19711,Northwood,16794,1,5901_7778195_2441017,5901_482
1 E1 a,284,5901_19713,Northwood,16755,1,5901_7778195_2441023,5901_482
1 E1 a,284,5901_19716,Northwood,16849,1,5901_7778195_2441059,5901_482
1 E1 a,284,5901_19721,Northwood,16644,1,5901_7778195_2441024,5901_482
1 E1 a,284,5901_19723,Northwood,16715,1,5901_7778195_2441033,5901_482
1 E1 a,284,5901_19727,Northwood,16608,1,5901_7778195_2441060,5901_485
1 E1 a,284,5901_19730,Northwood,16631,1,5901_7778195_2441003,5901_482
1 E1 a,284,5901_19732,Northwood,16809,1,5901_7778195_2441053,5901_482
1 E1 a,284,5901_19736,Northwood,16769,1,5901_7778195_2441012,5901_485
1 E1 a,284,5901_19740,Northwood,16813,1,5901_7778195_2441047,5901_482
1 E1 a,284,5901_19742,Northwood,16654,1,5901_7778195_2441057,5901_482
1 E1 a,284,5901_19744,Northwood,16661,1,5901_7778195_2441058,5901_482
1 E1 a,284,5901_19749,Northwood,16824,1,5901_7778195_2441022,5901_482
1 E1 a,284,5901_19751,Northwood,16697,1,5901_7778195_2441032,5901_482
1 E1 a,284,5901_19755,Northwood,16854,1,5901_7778195_2441061,5901_482
1 E1 a,284,5901_19759,Northwood,16781,1,5901_7778195_2441037,5901_482
1 E1 a,284,5901_19761,Northwood,16685,1,5901_7778195_2441041,5901_482
1 E1 a,284,5901_19764,Northwood,16671,1,5901_7778195_2441002,5901_485
1 E1 a,284,5901_19767,Northwood,16841,1,5901_7778195_2441045,5901_482
1 E1 a,284,5901_19772,Northwood,16724,1,5901_7778195_2441007,5901_485
1 E1 a,284,5901_19773,Northwood,16746,1,5901_7778195_2441009,5901_482
1 E1 a,284,5901_19777,Northwood,16829,1,5901_7778195_2441054,5901_482
1 E1 a,284,5901_19780,Northwood,16757,1,5901_7778195_2441023,5901_482
1 E1 a,284,5901_19782,Northwood,16851,1,5901_7778195_2441059,5901_482
1 E1 a,284,5901_19788,Northwood,16646,1,5901_7778195_2441024,5901_485
1 E1 a,284,5901_19791,Northwood,16633,1,5901_7778195_2441003,5901_482
1 E1 a,284,5901_19797,Northwood,16815,1,5901_7778195_2441047,5901_485
1 E1 a,284,5901_19799,Northwood,16856,1,5901_7778195_2441061,5901_482
1 E1 a,284,5901_19805,Northwood,16831,1,5901_7778195_2441054,5901_486
1 E1 a,284,5901_19807,Northwood,16726,1,5901_7778195_2441068,5901_482
1 E1 a,284,5901_19813,Northwood,16817,1,5901_7778195_2441047,5901_482
1 E1 a,284,5901_19816,Northwood,16858,1,5901_7778195_2441061,5901_482
1 E2 a,284,5901_19821,Dun Laoghaire,16019,0,5901_7778195_8442006,5901_487
1 E2 a,284,5901_19823,Dun Laoghaire,16114,0,5901_7778195_8442008,5901_487
1 E2 a,284,5901_19825,Dun Laoghaire,16188,0,5901_7778195_8442010,5901_487
1 E2 a,284,5901_19827,Dun Laoghaire,15995,0,5901_7778195_8442012,5901_487
1 E2 a,284,5901_19829,Dun Laoghaire,16041,0,5901_7778195_8442014,5901_487
1 E2 a,284,5901_19834,Dun Laoghaire,16169,0,5901_7778195_8442017,5901_487
1 E2 a,284,5901_19836,Dun Laoghaire,16054,0,5901_7778195_8442020,5901_487
1 E2 a,284,5901_19838,Dun Laoghaire,16094,0,5901_7778195_8442022,5901_487
1 E2 a,284,5901_19841,Dun Laoghaire,16125,0,5901_7778195_8442024,5901_487
1 E2 a,284,5901_19844,Dun Laoghaire,16108,0,5901_7778195_8442026,5901_487
1 E2 a,284,5901_19848,Dun Laoghaire,15990,0,5901_7778195_8442027,5901_487
1 E2 a,284,5901_19851,Dun Laoghaire,16100,0,5901_7778195_8442028,5901_487
1 E2 a,284,5901_19853,Dun Laoghaire,15957,0,5901_7778195_8442029,5901_487
1 E2 a,284,5901_19855,Dun Laoghaire,16008,0,5901_7778195_8442031,5901_487
1 E2 a,284,5901_19859,Dun Laoghaire,16216,0,5901_7778195_8442032,5901_487
1 E2 a,284,5901_19860,Dun Laoghaire,16026,0,5901_7778195_8442001,5901_487
1 E2 a,284,5901_19863,Dun Laoghaire,16133,0,5901_7778195_8442033,5901_487
1 E2 a,284,5901_19866,Dun Laoghaire,16060,0,5901_7778195_8442035,5901_487
1 E2 a,284,5901_19868,Dun Laoghaire,15932,0,5901_7778195_8442036,5901_487
1 E2 a,284,5901_19872,Dun Laoghaire,16181,0,5901_7778195_8442002,5901_487
1 E2 a,284,5901_19874,Dun Laoghaire,16207,0,5901_7778195_8442003,5901_487
1 E2 a,284,5901_19878,Dun Laoghaire,16068,0,5901_7778195_8442004,5901_487
1 E2 a,284,5901_19881,Dun Laoghaire,16017,0,5901_7778195_8442005,5901_487
1 E2 a,284,5901_19884,Dun Laoghaire,16156,0,5901_7778195_8442037,5901_487
1 E2 a,284,5901_19887,Dun Laoghaire,16033,0,5901_7778195_8442007,5901_487
1 E2 a,284,5901_19889,Dun Laoghaire,15938,0,5901_7778195_8442009,5901_487
1 E2 a,284,5901_19893,Dun Laoghaire,16172,0,5901_7778195_8442011,5901_488
1 E2 a,284,5901_19897,Dun Laoghaire,16113,0,5901_7778195_8442013,5901_487
1 E2 a,284,5901_19901,Dun Laoghaire,16195,0,5901_7778195_8442015,5901_487
1 E2 a,284,5901_19903,Dun Laoghaire,15986,0,5901_7778195_8442016,5901_487
1 E2 a,284,5901_19909,Dun Laoghaire,16212,0,5901_7778195_8442019,5901_488
1 E2 a,284,5901_19912,Dun Laoghaire,16021,0,5901_7778195_8442006,5901_487
1 E2 a,284,5901_19916,Dun Laoghaire,16088,0,5901_7778195_8442023,5901_487
1 E2 a,284,5901_19920,Dun Laoghaire,16116,0,5901_7778195_8442008,5901_488
1 E2 a,284,5901_19922,Dun Laoghaire,16190,0,5901_7778195_8442010,5901_487
1 E2 a,284,5901_19925,Dun Laoghaire,15997,0,5901_7778195_8442012,5901_487
1 E2 a,284,5901_19929,Dun Laoghaire,16043,0,5901_7778195_8442014,5901_487
1 E2 a,284,5901_19933,Dun Laoghaire,15966,0,5901_7778195_8442034,5901_487
1 E2 a,284,5901_19936,Dun Laoghaire,16056,0,5901_7778195_8442020,5901_487
1 E2 a,284,5901_19941,Dun Laoghaire,16096,0,5901_7778195_8442022,5901_488
1 E2 a,284,5901_19943,Dun Laoghaire,16127,0,5901_7778195_8442024,5901_487
1 E2 a,284,5901_19948,Dun Laoghaire,15992,0,5901_7778195_8442027,5901_487
1 E2 a,284,5901_19953,Dun Laoghaire,16102,0,5901_7778195_8442028,5901_488
1 E2 a,284,5901_19955,Dun Laoghaire,15959,0,5901_7778195_8442029,5901_487
1 E2 a,284,5901_19959,Dun Laoghaire,16010,0,5901_7778195_8442031,5901_488
1 E2 a,284,5901_19962,Dun Laoghaire,16028,0,5901_7778195_8442001,5901_487
