stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station
8220DB000777,777,Royal Hospital,,53.32695,-6.24369,,,,
8220DB000780,780,Burlington Road,,53.331063,-6.244344,,,,
8220DB000793,793,Dawson Street,,53.3408597860288,-6.25840386924731,,,,
8220DB001347,1347,Clanbrassil Upr,,53.331183,-6.275344,,,,
8220DB001353,1353,Wexford Street,,53.33601,-6.265419,,,,
8220DB001354,1354,Redmond's Hill,,53.339048,-6.266076,,,,
8220DB000039,39,The Rise,,53.3804141869323,-6.26565875906589,,,,
8220DB000040,40,Stella Avenue,,53.3766607654507,-6.26466896852794,,,,
8220DB000104,104,Poppintree Parade,,53.399771,-6.276819,,,,
8220DB000105,105,Belclare Park,,53.4029363966818,-6.28169269646949,,,,
8220DB000110,110,Ard na Meala,,53.3979386409613,-6.26860038147331,,,,
8220DB000112,112,Civic Centre,,53.3961544015462,-6.2639510403018,,,,
8220DB000126,126,Nursing Home,,53.399096,-6.264087,,,,
8220DB000131,131,Willow Park Road,,53.390386,-6.278349,,,,
8220DB000137,137,McKee Road,,53.392317,-6.292631,,,,
8220DB000146,146,Na Fianna GAA Club,,53.3750401276319,-6.26509558567468,,,,
8220DB000150,150,Na Fianna GAA Club,,53.3756588461862,-6.26499528302822,,,,
8220DB000153,153,Met Éireann,,53.375689,-6.270134,,,,
8220DB000157,157,Tolka Estate,,53.380412,-6.281638,,,,
8220DB000158,158,Griffith Road,,53.381482,-6.283564,,,,
8220DB000164,164,Beneavin Ct,,53.38843,-6.280488,,,,
8220DB000169,169,Beneavin Ct,,53.388434,-6.280112,,,,
8220DB000175,175,Northland Gr,,53.378424,-6.281568,,,,
8220DB000841,841,St Patrick's Road,,53.362122,-6.260632,,,,
8220DB000908,908,Grand Parade,,53.3311542855348,-6.25237303421842,,,,
8220DB000985,985,Mellowes Cres,,53.389925,-6.303898,,,,
8220DB000987,987,Finglas Village,,53.39022,-6.299375,,,,
8220DB001696,1696,Ashtown Roundabout,,53.371541,-6.329831,,,,
8220DB001700,1700,Baggot Road,,53.367709,-6.317404,,,,
8220DB002500,2500,Samuel Beckett Br,,53.347788,-6.24238,,,,
8220DB002635,2635,Clanbrassil Lwr,,53.334251,-6.27492,,,,
8220DB000182,182,Met Éireann,,53.375657,-6.269805,,,,
8220DB000183,183,Botanic Gardens,,53.372316,-6.268753,,,,
8220DB000187,187,Munster Street,,53.362734,-6.272447,,,,
8220DB000191,191,Western Way,,53.35514,-6.26981,,,,
8220DB000195,195,Broadstone,,53.3550117778767,-6.27357097973096,,,,
8220DB000196,196,Phibsborough Road,,53.356884,-6.273751,,,,
8220DB000200,200,Prospect Way,,53.367423,-6.271596,,,,
8220DB000237,237,Whitehall Cross,,53.382032,-6.243525,,,,
8220DB000264,264,Parnell Square East,,53.353316,-6.26197,,,,
8220DB000281,281,O'Connell St Upper,,53.351343,-6.261116,,,,
8220DB000301,301,Eden Quay,,53.347988,-6.256626,,,,
8220DB001024,1024,Frankfort Avenue,,53.315852,-6.265021,,,,
8220DB001063,1063,South Hill,,53.308572,-6.258863,,,,
8220DB001066,1066,Palmerston Vil,,53.313753,-6.264085,,,,
8220DB001070,1070,Rathmines,,53.32498,-6.265356,,,,
8220DB001072,1072,Richmond St South,,53.331027,-6.264585,,,,
8220DB001091,1091,Whitehall Rd E,,53.31237,-6.30534,,,,
8220DB001186,1186,Belton Pk Rd,,53.377643,-6.22633,,,,
8220DB001511,1511,Tolka Vale,,53.378234,-6.287753,,,,
8220DB001520,1520,Barry Road,,53.39392,-6.311844,,,,
8220DB001521,1521,Plunkett Green,,53.397221,-6.310751,,,,
8220DB001525,1525,Barry Road,,53.394069,-6.311582,,,,
8220DB001531,1531,Clearwater SC,,53.383744,-6.293365,,,,
8220DB001533,1533,Tolka Vale,,53.378967884758,-6.2874980880021,,,,
8220DB001566,1566,Johnstown Park,,53.3844074206077,-6.28386719661231,,,,
8220DB001577,1577,Abbottstown Road,,53.3898858080548,-6.31574701686645,,,,
8220DB001579,1579,Heathfield Avenue,,53.3947,-6.32605,,,,
8220DB001582,1582,Heathfield Avenue,,53.39519,-6.32737,,,,
8220DB001605,1605,Albert College Pk,,53.388253,-6.2608,,,,
8220DB001615,1615,Church Street,,53.347827,-6.274597,,,,
8220DB001619,1619,Constitution Hill,,53.352913,-6.273235,,,,
8220DB001649,1649,Manor Street,,53.35256,-6.28428,,,,
8220DB002386,2386,New Street South,,53.337907,-6.272325,,,,
8220DB002390,2390,Mount Argus Ml,,53.321529,-6.28399,,,,
8220DB002391,2391,Mount Argus Park,,53.320197,-6.28643,,,,
8220DB002412,2412,Fortfield Rd N,,53.310935,-6.301824,,,,
8220DB002440,2440,Aideen Avenue,,53.3164008747397,-6.29432691528977,,,,
8220DB002444,2444,Harold's Cross Park,,53.324298,-6.279675,,,,
8220DB002795,2795,Leeson Street Upr,,53.32853,-6.246265,,,,
8220DB007092,7092,Dolmen Court,,53.3981870002067,-6.27209420381958,,,,
8220DB007398,7398,Convention Centre,,53.347499,-6.239853,,,,
8220DB007425,7425,Ballygall Rd W,,53.388879,-6.292934,,,,
8220DB007453,7453,Arran Quay,,53.3463358924171,-6.27838250402176,,,,
8220DB007998,7998,Leonard's Corner,,53.33272,-6.275122,,,,
8220DB008038,8038,Premier Square,,53.380963,-6.289662,,,,
8220DB008040,8040,Finglas,,53.389557,-6.301509,,,,
8220DB008041,8041,Finglas North,,53.396871,-6.304463,,,,
8220DB008242,8242,Hampton Wood,,53.405378,-6.284332,,,,
8220DB008258,8258,St Kevin's College,,53.384692,-6.278143,,,,
8230DB002400,2400,Fortfield Park,,53.302008,-6.303573,,,,
8230DB002401,2401,Templeville Ave,,53.301822,-6.306296,,,,
8230DB002408,2408,Fortfield Gr,,53.303991,-6.299548,,,,
8220DB000049,49,Dorset Street Lwr,,53.360004,-6.260853,,,,
8220DB000093,93,Gateway Avenue,,53.392302,-6.264153,,,,
8220DB000107,107,Crannogue Road,,53.4023798987989,-6.28049690990612,,,,
8220DB000130,130,Glasnevin Park,,53.390092,-6.274181,,,,
8220DB000132,132,Glasnevin Avenue,,53.390521,-6.282719,,,,
8220DB000138,138,St Canice's BNS,,53.3899950092672,-6.29180657264741,,,,
8220DB000141,141,Willow Park Road,,53.3904450850916,-6.27809124468715,,,,
8220DB000143,143,Willow Park Avenue,,53.389876708405,-6.2692433699802,,,,
8220DB000147,147,Tolka Br,,53.37248,-6.265831,,,,
8220DB000159,159,Griffith Parade,,53.3827837191573,-6.28283511246108,,,,
8220DB000165,165,Beneavin Pk,,53.389035,-6.283771,,,,
8220DB000170,170,Ferndale Ave,,53.386966,-6.279269,,,,
8220DB000173,173,Glasnamana Pl,,53.382122,-6.280547,,,,
8220DB000177,177,Glasilawn Road,,53.380468,-6.276224,,,,
8220DB000834,834,St Patrick's Road,,53.361975,-6.260428,,,,
8220DB000835,835,St Brigids Road Lwr,,53.362628,-6.263271,,,,
8220DB000837,837,David Road,,53.363778,-6.268213,,,,
8220DB000840,840,Claude Road,,53.363243,-6.26541,,,,
8220DB000842,842,Stephen's Grn E,,53.337252,-6.256313,,,,
8220DB000895,895,Palmerston Vil,,53.313932,-6.264018,,,,
8220DB000981,981,Cardiff Cstl Rd,,53.389781,-6.307061,,,,
8220DB000988,988,St Canice's GNS,,53.3898902365416,-6.29579510810412,,,,
8220DB001013,1013,Earlsfort Trce,,53.334181,-6.258346,,,,
8220DB001698,1698,Ashtown Grove,,53.369577,-6.323717,,,,
8220DB001715,1715,Blackhall Place,,53.3477,-6.28212,,,,
8220DB002498,2498,IFSC,,53.34828,-6.25027,,,,
8220DB002501,2501,N Wall Quay,,53.347376,-6.236359,,,,
8220DB002502,2502,New Wapping Street,,53.34913,-6.2353,,,,
8220DB000051,51,Eccles Place,,53.35781,-6.263272,,,,
8220DB000091,91,Ballymun Road NS,,53.3884278896483,-6.26540814207682,,,,
8220DB000113,113,Trinity Comp School,,53.3922679629262,-6.26370325464247,,,,
8220DB000115,115,Ballymun Rd Ch,,53.3879640919871,-6.26503610048148,,,,
8220DB000129,129,Glasnevin Drive,,53.38989,-6.271423,,,,
8220DB000134,134,Grove Road,,53.393095,-6.286074,,,,
8220DB000136,136,McKee Rd N,,53.39438,-6.289857,,,,
8220DB000149,149,Tolka Br,,53.373139,-6.265985,,,,
8220DB000151,151,Botanic Gardens,,53.371955,-6.269294,,,,
8220DB000155,155,Ol Finglas Rd,,53.37792,-6.27951,,,,
8220DB000168,168,Beneavin Pk,,53.38926,-6.284424,,,,
8220DB000174,174,Tolka Estate,,53.3806803549474,-6.28095056210771,,,,
8220DB000176,176,Ol Finglas Rd,,53.378032,-6.279299,,,,
8220DB000839,839,David Road,,53.3637449204179,-6.26776341254,,,,
8220DB000846,846,Adelaide Road,,53.333454,-6.254111,,,,
8220DB000848,848,Sussex Road,,53.3297279908157,-6.24888799835488,,,,
8220DB000906,906,Leeson Street Upr,,53.3288107659722,-6.24763437727541,,,,
8220DB000907,907,Dartmouth Road,,53.3297193588566,-6.25075010860467,,,,
8220DB000980,980,Mellowes Cres,,53.389805,-6.303031,,,,
8220DB000983,983,Mellowes Rd,,53.390142,-6.310956,,,,
8220DB000984,984,Cardiff Cstl Rd,,53.389911,-6.306755,,,,
8220DB001699,1699,De Paul Pool,,53.368744,-6.321315,,,,
8220DB001703,1703,Cabra Garda Station,,53.364735,-6.307348,,,,
8220DB001713,1713,Manor Street,,53.351908,-6.283326,,,,
8220DB002392,2392,Kimmage,,53.318749,-6.291351,,,,
8220DB002396,2396,Wainsfort Park,,53.308819,-6.302178,,,,
8220DB002437,2437,Kimmage Road West,,53.312689,-6.302519,,,,
8220DB002438,2438,Kimmage Cross Roads,,53.312489,-6.299255,,,,
8220DB002439,2439,Ravensdale Pk,,53.313546,-6.297698,,,,
8220DB002442,2442,Mount Argus Park,,53.320452,-6.286029,,,,
8220DB002443,2443,Mount Argus Ml,,53.321892,-6.283645,,,,
8220DB004369,4369,Oakwood Rd,,53.397265,-6.292357,,,,
8220DB004377,4377,McKee Rd N,,53.394489,-6.289942,,,,
8220DB004378,4378,Cremore Crescent,,53.378836,-6.2765,,,,
8220DB004469,4469,East Road,,53.35346,-6.23118,,,,
8220DB004479,4479,Clune Road,,53.391304,-6.29413,,,,
8220DB004528,4528,Grove Park,,53.328896,-6.264537,,,,
8220DB004543,4543,Finglas Place,,53.386249,-6.296993,,,,
8220DB004684,4684,Holles Street,,53.33992,-6.24755,,,,
8220DB004725,4725,O'Connell St Upper,,53.3521156161106,-6.26105453403108,,,,
8220DB004791,4791,Killester Avenue,,53.371612,-6.207659,,,,
8230DB001092,1092,Whitehall Gdns,,53.310744,-6.30923,,,,
8230DB001097,1097,Willington Green,,53.303062,-6.322152,,,,
8230DB001140,1140,Woodbrook Pk,,53.293285,-6.309559,,,,
8230DB002540,2540,Old Bawn SC,,53.275532,-6.353775,,,,
8230DB002547,2547,Knocklyon Avenue,,53.289105,-6.323539,,,,
8220DB000178,178,Ballygall Rd E,,53.38189,-6.276347,,,,
8220DB000184,184,Fairfield Rd,,53.369704,-6.268979,,,,
8220DB000198,198,Doyle's Corner,,53.361625,-6.272838,,,,
8220DB000201,201,Wayfinding Centre,,53.368291,-6.270119,,,,
8220DB000202,202,Fairfield Rd,,53.37008,-6.268904,,,,
8220DB000319,319,Westmoreland Street,,53.34622,-6.25929,,,,
8220DB000335,335,D'Olier Street,,53.346361,-6.257849,,,,
8220DB001016,1016,Richmond St South,,53.33084,-6.26433,,,,
8220DB001026,1026,Dartry Road,,53.309106,-6.260327,,,,
8220DB001027,1027,South Hill,,53.308738,-6.257911,,,,
8220DB001028,1028,Chuchtown Rd Lwr,,53.308499,-6.255715,,,,
8220DB001064,1064,Dartry Road,,53.309429,-6.260929,,,,
8220DB001185,1185,Oak Road,,53.3763670141117,-6.22151304646931,,,,
8220DB001506,1506,Hart's Corner,,53.366778,-6.272374,,,,
8220DB001508,1508,Glasnevin Cemetery,,53.3699109022633,-6.2783335511568,,,,
8220DB001518,1518,Kildonan Road,,53.3906003885098,-6.31161412406028,,,,
8220DB001536,1536,Glasnevin Cemetery,,53.3695033971686,-6.27687723281359,,,,
8220DB001538,1538,Clearwater SC,,53.384474,-6.294794,,,,
8220DB001559,1559,Casement Rd,,53.397341,-6.30652,,,,
8220DB001584,1584,Abbottstown Road,,53.389885,-6.315086,,,,
8220DB001616,1616,Church Street,,53.347285,-6.275025,,,,
8220DB001618,1618,Church St Upr,,53.350887,-6.274248,,,,
8220DB001648,1648,Stoneybatter,,53.3510913675303,-6.28280248510502,,,,
8220DB001660,1660,Nephin Road,,53.365187,-6.309374,,,,
8220DB001661,1661,St Mary's Convent,,53.366444,-6.313096,,,,
8220DB002387,2387,Long Lane,,53.3365844247191,-6.27282879101049,,,,
8220DB002388,2388,Clanbrassil Lwr,,53.334459,-6.274386,,,,
8220DB002389,2389,Harold's Cross Park,,53.32489,-6.27912,,,,
8220DB002393,2393,Aideen Avenue,,53.315204,-6.295455,,,,
8220DB002394,2394,Kimmage Cross Roads,,53.313259,-6.297754,,,,
8220DB002409,2409,Fortfield Rd S,,53.305391,-6.300048,,,,
8220DB002411,2411,Wainsfort Park,,53.3091732491352,-6.30243364694296,,,,
8220DB000052,52,Dorset Street Upr,,53.356661,-6.264565,,,,
8220DB000090,90,Albert College Ct,,53.3863855316738,-6.26526567275522,,,,
8220DB000092,92,Ballymun Library,,53.389837,-6.264674,,,,
8220DB000094,94,Civic Centre,,53.3960347624115,-6.26437695995448,,,,
8220DB000102,102,Balbutcher Lane,,53.397773070166,-6.26771985697013,,,,
8220DB000114,114,Ballymun Road,,53.3913333220544,-6.26371122925237,,,,
8220DB000127,127,Nursing Home,,53.3991075304805,-6.26368042823971,,,,
8220DB000128,128,Glasnevin Avenue,,53.389268,-6.26569,,,,
8220DB000139,139,Grove Park Road,,53.390602,-6.28646,,,,
8220DB000140,140,Glasnevin Avenue,,53.390634,-6.282504,,,,
8220DB000142,142,Glasnevin Park,,53.3901982852621,-6.27407172195534,,,,
8220DB000148,148,Mobhi Road,,53.3706701663468,-6.26806850705825,,,,
8220DB000154,154,Cremore Ave,,53.377259,-6.275557,,,,
8220DB000156,156,Northland Gr,,53.378623,-6.281665,,,,
8220DB000163,163,Ferndale Ave,,53.387151,-6.279637,,,,
8220DB000819,819,Blessington Street,,53.356304,-6.265992,,,,
8220DB000836,836,Claude Road,,53.363292,-6.266249,,,,
8220DB000838,838,Charleville Lawn,,53.364319,-6.270189,,,,
8220DB000844,844,St Stephen's Grn E,,53.337632,-6.255862,,,,
8220DB000845,845,Leeson Street Lwr,,53.335453,-6.256252,,,,
8220DB000847,847,Leeson Street Upr,,53.3316014451627,-6.25221961965177,,,,
8220DB000909,909,Adelaide Road,,53.333148,-6.254078,,,,
8220DB000979,979,St Canice's GNS,,53.389954,-6.297101,,,,
8220DB001015,1015,Harcourt Street,,53.33273,-6.259966,,,,
8220DB001697,1697,Kempton,,53.370801,-6.327666,,,,
8220DB001701,1701,St Mary's Convent,,53.366567,-6.31294,,,,
8220DB001702,1702,Roosevelt Cottages,,53.365611,-6.310138,,,,
8220DB001714,1714,Stoneybatter,,53.350638,-6.281889,,,,
8220DB001738,1738,Clontarf Rd Stn,,53.363451,-6.223914,,,,
8220DB002499,2499,S O'Casey Br,,53.348128,-6.247128,,,,
8220DB002636,2636,Long Lane,,53.33658,-6.273174,,,,
8220DB007577,7577,Camden Street Lwr,,53.333833,-6.265297,,,,
8220DB007586,7586,National Gallery,,53.341971,-6.253222,,,,
8220DB007830,7830,Whitehall Colmcille,,53.380751,-6.2377,,,,
8220DB007831,7831,Whitehall Colmcille,,53.38117,-6.239923,,,,
8220DB007832,7832,Grove Park Road,,53.390415,-6.286602,,,,
8220DB007840,7840,Donnycarney,,53.375129,-6.218063,,,,
8220DB007842,7842,New Wapping Street,,53.347654,-6.235394,,,,
8220DB007856,7856,Inns Quay,,53.345623,-6.273184,,,,
8230DB004758,4758,Carrig Wood,,53.279123,-6.332193,,,,
8240B111921,8365,Airport Zone 11,,53.42766,-6.24176,,,,
8240DB000323,323,Silloge Golf Club,,53.41293,-6.265449,,,,
8240DB001073,1073,Chamley Park,,53.450693,-6.187045,,,,
8240DB001546,1546,Tyrrelstown,,53.419345,-6.382498,,,,
8240DB001551,1551,Balseskin,,53.4097,-6.30466,,,,
8240DB001556,1556,Balseskin,,53.409528,-6.303915,,,,
8240DB001557,1557,Meakstown Ctgs,,53.407721,-6.300708,,,,
8240DB001630,1630,ALSAA Sports Club,,53.421866,-6.231892,,,,
8240DB001645,1645,Collins Avenue Ext,,53.389091,-6.264013,,,,
8220DB006042,6042,Church Ave,,53.320148,-6.264982,,,,
8220DB006059,6059,The Spire of Dublin,,53.3502244282714,-6.26018517538052,,,,
8220DB006125,6125,Poppintree Parade,,53.3998824003142,-6.27683792298323,,,,
8220DB006362,6362,Hampton Wood,,53.406501,-6.289551,,,,
8230DB008018,8018,Cypress Gr Rd,,53.297488,-6.309436,,,,
8230DB008021,8021,Cypress Drive,,53.30191,-6.309386,,,,
8230DB008025,8025,Killakee Wy,,53.277104,-6.346204,,,,
8240DB003663,3663,Corballis Pk,,53.424598,-6.234894,,,,
8240DB003694,3694,Pinnock Hill,,53.448996,-6.226731,,,,
8220DB007113,7113,Northwood Avenue,,53.4025410678868,-6.26492426394681,,,,
8220DB007275,7275,DCC Depot,,53.405752,-6.268825,,,,
8220DB007427,7427,Ballygall Place,,53.387797,-6.292075,,,,
8220DB007428,7428,Ballygall Rd W,,53.38909,-6.293241,,,,
8220DB007995,7995,Kevin Street,,53.337937,-6.268615,,,,
8220DB008020,8020,IKEA Ballymun,,53.406322,-6.277161,,,,
8220DB008254,8254,Grove Road,,53.393295,-6.286296,,,,
8220DB008255,8255,Willow Park Cres,,53.392963,-6.279716,,,,
8230DB002406,2406,Fortfield Park,,53.30193,-6.30487,,,,
8230DB002515,2515,Cherryfield Wy,,53.291344,-6.312816,,,,
8230DB002516,2516,Cremorne,,53.290223,-6.31553,,,,
8230DB004750,4750,Monalea Grove,,53.28247,-6.33018,,,,
8230DB004751,4751,Carrig Wood,,53.279018,-6.332332,,,,
8220DB000012,12,Dorset Street Upr,,53.357107,-6.264382,,,,
8220DB000014,14,Eccles Place,,53.358531,-6.262777,,,,
8220DB000610,610,Ashbrook,,53.368362,-6.211538,,,,
8220DB000751,751,Herbert Street,,53.335321,-6.246572,,,,
8220DB000754,754,Burlington Road,,53.330784,-6.24428,,,,
8220DB000755,755,Wellington Lane,,53.328828,-6.245141,,,,
8220DB000756,756,Royal Hospital,,53.3263997617783,-6.2425987467031,,,,
8220DB000758,758,Victoria Avenue,,53.3226869429527,-6.23767738043155,,,,
8220DB000759,759,Donnybrook Stdm,,53.320349,-6.233346,,,,
8220DB000763,763,Belfield Court,,53.3123201447816,-6.22110031908025,,,,
8220DB000782,782,Baggot St Upper,,53.333584,-6.244601,,,,
8220DB000783,783,Baggot St Lower,,53.335308,-6.246978,,,,
8220DB000784,784,Fitzwilliam Street,,53.336457,-6.248657,,,,
8220DB000791,791,St Stephen's Grn N,,53.33888,-6.256983,,,,
8220DB002279,2279,East Road,,53.352941,-6.231622,,,,
8220DB002311,2311,Kevin Street,,53.338285,-6.270492,,,,
8220DB000179,179,Glasilawn Road,,53.380303,-6.276005,,,,
8220DB000181,181,Cremore Ave,,53.37715,-6.274224,,,,
8220DB000185,185,Wayfinding Centre,,53.368101,-6.270021,,,,
8220DB000186,186,Hart's Corner,,53.365355,-6.27159,,,,
8220DB000194,194,Western Way,,53.3550406495518,-6.26997931103774,,,,
8220DB000199,199,Munster Street,,53.363622,-6.272291,,,,
8220DB000206,206,Larkhill Rd,,53.383546,-6.247477,,,,
8220DB000262,262,Parnell Sq East,,53.353947,-6.262753,,,,
8220DB000270,270,O'Connell St Upr,,53.350623,-6.260424,,,,
8220DB000279,279,O'Connell St Upr,,53.350132,-6.26061,,,,
8220DB000328,328,Aston Quay,,53.346333,-6.26144,,,,
8220DB001023,1023,Rathmines Close,,53.317046,-6.264912,,,,
8220DB001025,1025,Trinity Hall,,53.3116,-6.262477,,,,
8220DB001062,1062,Chuchtown Rd Lwr,,53.30826,-6.255319,,,,
8220DB001067,1067,Rathmines Close,,53.317051,-6.265227,,,,
8220DB001068,1068,Rathmines Rd Upr,,53.320558,-6.265385,,,,
8220DB001069,1069,Swan Shop Cntr,,53.323285,-6.26562,,,,
8220DB001071,1071,Cathal Brugha Brrks,,53.32729,-6.26485,,,,
8220DB001510,1510,Ballyboggan Rd E,,53.376907,-6.28731,,,,
8220DB001514,1514,Finglas,,53.389465,-6.300022,,,,
8220DB001524,1524,Barry Ave,,53.395556,-6.310591,,,,
8220DB001526,1526,Kildonan Park,,53.3923069370311,-6.31153153662508,,,,
8220DB001534,1534,Ballyboggan Rd E,,53.375333,-6.285976,,,,
8220DB001535,1535,Slaney Road,,53.372306,-6.28237,,,,
8220DB001540,1540,Johnstown Park,,53.38434,-6.284201,,,,
8220DB001558,1558,McKelvey Ave,,53.399817,-6.303053,,,,
8220DB001567,1567,Griffith Drive,,53.38395,-6.28027,,,,
8220DB001617,1617,Capuchin Friar,,53.349331,-6.274807,,,,
8220DB001647,1647,Blackhall Place,,53.34828,-6.28221,,,,
8220DB001664,1664,Ashtown Grove,,53.369408,-6.323859,,,,
